date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:06:11	38051/38051	U--MCZ	200	updated ('OK')	text/html	etag:%22ea77e67e213d0382391d47476930228b-ssl-df%22	https://trashtitansnyc-l56io59.public.builtwithrocket.new/pages/homepage.html	C:/My%20Web%20Sites/junk%202/trashtitansnyc-l56io59.public.builtwithrocket.new/pages/homepage.html	(from )
20:06:11	43484/43484	U--MCZ	200	updated ('OK')	text/css	etag:%2244795d835ef6fcb8096a12487abf4c21-ssl-df%22	https://trashtitansnyc-l56io59.public.builtwithrocket.new/css/main.css	C:/My%20Web%20Sites/junk%202/trashtitansnyc-l56io59.public.builtwithrocket.new/css/main.css	(from https://trashtitansnyc-l56io59.public.builtwithrocket.new/pages/homepage.html)
20:06:12	67090/67090	U--MCZ	200	updated ('OK')	text/html	etag:%22684f92120ebec79523b28a617b9c6007-ssl-df%22	https://trashtitansnyc-l56io59.public.builtwithrocket.new/pages/interactive_pricing_calculator	C:/My%20Web%20Sites/junk%202/trashtitansnyc-l56io59.public.builtwithrocket.new/pages/interactive_pricing_calculator.html	(from https://trashtitansnyc-l56io59.public.builtwithrocket.new/pages/homepage.html)
20:06:12	75995/75995	U-----	200	untouched ('')	image/jpeg	date:Mon,%2008%20Sep%202025%2023:51:21%20GMT	https://images.pexels.com/photos/4792509/pexels-photo-4792509.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=2	C:/My%20Web%20Sites/junk%202/images.pexels.com/photos/4792509/pexels-photo-47925099245.jpg	(from https://trashtitansnyc-l56io59.public.builtwithrocket.new/pages/homepage.html)
20:06:12	56768/56768	U--MCZ	200	updated ('OK')	text/html	etag:%22b9010da2d04c39f8ac8a9bb3a0e9e0d2-ssl-df%22	https://trashtitansnyc-l56io59.public.builtwithrocket.new/pages/comprehensive_services_hub	C:/My%20Web%20Sites/junk%202/trashtitansnyc-l56io59.public.builtwithrocket.new/pages/comprehensive_services_hub.html	(from https://trashtitansnyc-l56io59.public.builtwithrocket.new/pages/homepage.html)
20:06:12	38051/38051	U--MCZ	200	updated ('OK')	text/html	etag:%22ea77e67e213d0382391d47476930228b-ssl-df%22	https://trashtitansnyc-l56io59.public.builtwithrocket.new/pages/homepage	C:/My%20Web%20Sites/junk%202/trashtitansnyc-l56io59.public.builtwithrocket.new/pages/homepage-2.html	(from https://trashtitansnyc-l56io59.public.builtwithrocket.new/pages/homepage.html)
20:06:15	63028/63028	U--MCZ	200	updated ('OK')	text/html	etag:%22d5f26cf9ab6b3c22c02f0effa4e3dc8a-ssl-df%22	https://trashtitansnyc-l56io59.public.builtwithrocket.new/pages/streamlined_booking_portal	C:/My%20Web%20Sites/junk%202/trashtitansnyc-l56io59.public.builtwithrocket.new/pages/streamlined_booking_portal.html	(from https://trashtitansnyc-l56io59.public.builtwithrocket.new/pages/homepage.html)
20:06:15	57399/57399	U--MCZ	200	updated ('OK')	text/html	etag:%22827e3093e0d83b3da8bb64feebd1bf1d-ssl-df%22	https://trashtitansnyc-l56io59.public.builtwithrocket.new/pages/contact_command_center	C:/My%20Web%20Sites/junk%202/trashtitansnyc-l56io59.public.builtwithrocket.new/pages/contact_command_center.html	(from https://trashtitansnyc-l56io59.public.builtwithrocket.new/pages/homepage.html)
20:06:15	68122/68122	U--MCZ	200	updated ('OK')	text/html	etag:%22ebb136bb6c50ec3abb42934ab36b7e93-ssl-df%22	https://trashtitansnyc-l56io59.public.builtwithrocket.new/pages/customer_dashboard_account_portal	C:/My%20Web%20Sites/junk%202/trashtitansnyc-l56io59.public.builtwithrocket.new/pages/customer_dashboard_account_portal.html	(from https://trashtitansnyc-l56io59.public.builtwithrocket.new/pages/homepage.html)
20:06:57	15865/15865	U-----	200	untouched ('')	text/javascript	etag:%223b972dae6998bc4e2f9eb7c73738f178%22	https://static.rocket.new/rocket-web.js?_cfg=https%3A%2F%2Ftrashtitan6956back.builtwithrocket.new&_be=https%3A%2F%2Fapplication.rocket.new&_v=0.1.8	C:/My%20Web%20Sites/junk%202/static.rocket.new/rocket-web5db3.js	(from https://trashtitansnyc-l56io59.public.builtwithrocket.new/pages/homepage.html)
